,imdbId,Title,IMDB Score,Genre
4795,256380,Shallow Hal (2001),5.9,Comedy|Drama|Fantasy
4797,246072,Maze (2000),6.5,Drama|Romance
4798,80130,When a Stranger Calls (1979),6.6,Crime|Drama|Horror
4799,86443,Timerider: The Adventure of Lyle Swann (1982),5.4,Action|Adventure|Sci-Fi
4800,290332,The Wash (2001),4.6,Comedy
4801,241527,Harry Potter and the Sorcerer's Stone (2001),7.5,Adventure|Family|Fantasy
4802,245115,The Fluffer (2001),5.7,Drama|Comedy|Romance
4803,234354,Novocaine (2001),5.8,Comedy|Crime|Drama
4804,265087,Black Knight (2001),4.8,Adventure|Comedy|Fantasy
4805,253798,Out Cold (2001),6.3,Comedy|Sport
4806,266987,Spy Game (2001),7.1,Action|Crime|Thriller
4807,256009,The Devil's Backbone (2001),7.5,Drama|Fantasy|Horror
4808,247425,In the Bedroom (2001),7.5,Crime|Drama
4810,70169,Hell Up in Harlem (1973),6.1,Crime|Drama
4811,72747,Bucktown (1975),6.3,Action|Crime|Drama
4813,54177,Le Petit Soldat (1963),7.4,War|Drama
4814,82558,The Incredible Shrinking Woman (1981),5.4,Comedy|Sci-Fi
4815,73233,Katie Tippel (1975),6.7,Drama
4817,62994,Funny Girl (1968),7.5,Biography|Comedy|Drama
4818,53717,Circus of Horrors (1960),6.2,Horror|Drama
4819,53472,Breathless (1960),7.9,Crime|Drama
4820,83630,The Beastmaster (1982),6.2,Action|Adventure|Fantasy
4821,74899,Midway (1976),6.8,Action|Drama|History
4823,52415,The Young Lions (1958),7.3,Action|Drama|War
4824,90095,Subway (1985),6.5,Thriller
4825,35140,"Now, Voyager (1942)",8.1,Drama|Romance
4827,42539,Halls of Montezuma (1951),6.7,Action|Adventure|Drama
4828,35957,Guadalcanal Diary (1943),6.8,Drama|War
4829,62673,Anzio (1968),6.0,Drama|History|War
4830,77321,The Cheap Detective (1978),6.5,Comedy|Crime|Mystery
4831,209037,Everybody's Famous! (2000),7.0,Comedy|Drama|Music
4832,76299,The Last Wave (1977),7.2,Drama|Fantasy|Mystery
4833,75824,That Obscure Object of Desire (1977),8.0,Comedy|Drama
4834,84809,The Toy (1982),5.8,Comedy
4836,80646,Don't Go in the House (1979),5.7,Horror
4837,80661,Dressed to Kill (1980),7.1,Crime|Mystery|Thriller
4839,80707,The Exterminator (1980),5.7,Action|Crime|Drama
4843,80728,The Aviator's Wife (1981),7.8,Comedy|Drama|Romance
4844,80736,The Final Countdown (1980),6.7,Action|Sci-Fi
4845,80738,The First Deadly Sin (1980),5.9,Thriller
4846,80745,Flash Gordon (1980),6.5,Action|Adventure|Sci-Fi
4847,52564,The Angry Red Planet (1959),5.2,Adventure|Sci-Fi
4848,74157,At the Earth's Core (1976),5.3,Adventure|Fantasy
4849,75989,Empire of the Ants (1977),4.0,Adventure|Horror|Sci-Fi
4850,74483,The Enforcer (1976),6.8,Action|Crime|Thriller
4851,82350,An Eye for an Eye (1981),5.5,Action|Adventure|Crime
4852,76070,The Gauntlet (1977),6.4,Action|Crime|Thriller
4853,51755,I Bury the Living (1958),6.3,Horror
4854,89348,Invasion U.S.A. (1985),5.3,Action|Thriller
4855,85862,Lone Wolf McQuade (1983),6.3,Action|Crime|Drama
4856,100054,Lord of the Flies (1990),6.4,Adventure|Drama|Thriller
4857,89622,Morons from Outer Space (1985),4.5,Comedy|Sci-Fi
4858,76535,The People That Time Forgot (1977),5.4,Adventure|Fantasy
4859,54135,Ocean's 11 (1960),6.6,Comedy|Crime|Music
4860,93966,The Sicilian (1987),5.3,Action|Crime|Drama
4861,81568,The Stunt Man (1980),7.2,Action|Comedy|Drama
4862,86383,Sudden Impact (1983),6.6,Action|Crime|Thriller
4863,159273,Behind Enemy Lines (2001),6.4,Action|Drama|Thriller
4864,242252,The Affair of the Necklace (2001),6.1,Drama|History|Romance
4865,160403,The Independent (2000),6.1,Comedy
4866,282856,Porn Star: The Legend of Ron Jeremy (2001),6.4,Documentary|Biography
4867,193560,Texas Rangers (2001),5.2,Action|Adventure|Drama
4868,240772,Ocean's Eleven (2001),7.8,Crime|Thriller
4870,270259,The Business of Strangers (2001),6.4,Drama|Thriller
4874,37515,And Then There Were None (1945),7.6,Crime|Drama|Mystery
4877,66195,The Owl and the Pussycat (1970),6.8,Comedy
4878,211915,Amí©lie (2001),8.4,Comedy|Romance
4879,277371,Not Another Teen Movie (2001),5.7,Comedy
4880,259711,Vanilla Sky (2001),6.9,Fantasy|Mystery|Romance
4881,280778,Iris (2001),7.1,Biography|Drama|Romance
4882,283431,Safar e Ghandehar (2001),6.8,Biography|Drama|War
4884,265666,The Royal Tenenbaums (2001),7.6,Comedy|Drama
4885,101452,Bill & Ted's Bogus Journey (1991),6.2,Adventure|Comedy|Fantasy
4887,52320,The Crawling Eye (1958),4.8,Horror|Sci-Fi
4888,89283,The Holcroft Covenant (1985),5.7,Action|Crime|Drama
4891,84684,Silent Rage (1982),5.5,Action|Horror|Sci-Fi
4892,86346,Spacehunter: Adventures in the Forbidden Zone (1983),5.3,Action|Adventure|Sci-Fi
4894,278488,How High (2001),6.3,Comedy|Fantasy
4895,268397,Jimmy Neutron: Boy Genius (2001),6.0,Animation|Action|Adventure
4896,279889,Joe Somebody (2001),5.5,Comedy|Drama
4899,268995,The Majestic (2001),6.9,Drama|Romance
4900,268978,A Beautiful Mind (2001),8.2,Biography|Drama
4901,228687,Otesíçnek (2000),7.4,Animation|Comedy|Drama
4902,217331,The Convent (2000),5.1,Comedy|Fantasy|Horror
4903,51525,The Defiant Ones (1958),7.7,Crime|Drama
4904,27532,Dodsworth (1936),8.1,Drama|Romance
4905,64652,Medium Cool (1969),7.4,Drama
4906,36323,Sahara (1943),7.6,Action|Drama|War
4907,68612,Fritz the Cat (1972),6.3,Animation|Comedy|Drama
4908,71913,The Nine Lives of Fritz the Cat (1974),5.4,Animation|Comedy
4910,52182,Separate Tables (1958),7.5,Drama|Romance
4912,58672,Topkapi (1964),7.1,Adventure|Comedy|Crime
4913,51201,Witness for the Prosecution (1957),8.4,Crime|Drama|Mystery
4914,248667,Ali (2001),6.8,Biography|Drama|Sport
4915,265086,Black Hawk Down (2001),7.7,Drama|History|War
4916,245046,Charlotte Gray (2001),6.4,Drama|Romance|Thriller
4917,86619,Yentl (1983),6.6,Drama|Musical|Romance
4919,277027,I Am Sam (2001),7.6,Drama
4920,285742,Monster's Ball (2001),7.1,Drama|Romance
4921,120824,The Shipping News (2001),6.8,Drama
4923,104922,Motorama (1991),6.4,Adventure|Comedy|Crime
4924,48527,Queen Bee (1955),6.6,Drama|Romance
4926,74937,Murder by Death (1976),7.4,Comedy|Mystery|Thriller
4927,57490,The Servant (1963),8.0,Drama|Romance
4928,105789,The Waterdance (1992),6.9,Drama|Romance
4930,273923,Orange County (2002),6.2,Comedy|Drama
4931,237534,Brotherhood of the Wolf (2001),7.1,Action|Adventure|Drama
4932,99044,Another 48 Hrs. (1990),5.8,Action|Comedy|Crime
4933,269746,Ni na bian ji dian (2001),7.3,Drama|Romance
4934,109417,China Moon (1994),6.2,Crime|Mystery|Romance
4936,87682,Maria's Lovers (1984),6.7,Drama|Romance
4937,86205,Romantic Comedy (1983),5.2,Comedy
4938,100530,The Russia House (1990),6.1,Drama|Romance|Thriller
4939,103129,Truly Madly Deeply (1990),7.3,Comedy|Drama|Fantasy
4941,77289,California Suite (1978),6.2,Comedy|Drama|Romance
4942,48312,The Long Gray Line (1955),7.3,Biography|Comedy|Drama
4943,83951,The Flight of Dragons (1982),7.8,Animation|Adventure|Family
4944,82288,Dragonslayer (1981),6.7,Action|Adventure|Fantasy
4945,87078,Conan the Destroyer (1984),5.8,Action|Adventure|Fantasy
4946,85542,Fire and Ice (1983),6.6,Animation|Fantasy|Adventure
4947,80752,Forbidden Zone (1980),6.9,Comedy|Fantasy|Musical
4949,80756,Foxes (1980),6.1,Drama
4950,80771,Galaxina (1980),3.5,Comedy|Sci-Fi
4952,240468,Kung Pow: Enter the Fist (2002),6.2,Action|Comedy
4953,281373,Snow Dogs (2002),5.1,Adventure|Comedy|Family
4954,83511,48 Hrs. (1982),6.9,Action|Comedy|Crime
4955,206608,Abschied - Brechts letzter Sommer (2000),6.5,Biography|Comedy|Drama
4956,243862,Italiensk for begyndere (2000),7.1,Comedy|Drama|Romance
4958,109288,Blankman (1994),4.8,Comedy|Action|Crime
4959,85271,Brainstorm (1983),6.5,Sci-Fi|Thriller
4960,106770,Dragon: The Bruce Lee Story (1993),7.0,Action|Biography|Drama
4962,57071,4 for Texas (1963),5.6,Western|Comedy
4963,74626,Heart of Glass (1976),7.2,Comedy|Drama
4964,145046,Little Dieter Needs to Fly (1997),8.1,Documentary|Biography|Drama
4966,87751,Mrs. Soffel (1984),6.2,Drama|Romance
4967,60955,Seconds (1966),7.7,Sci-Fi|Thriller
4968,55257,One-Eyed Jacks (1961),7.2,Western
4969,245844,The Count of Monte Cristo (2002),7.7,Action|Adventure|Drama
4970,265349,The Mothman Prophecies (2002),6.5,Drama|Horror|Mystery
4971,281358,A Walk to Remember (2002),7.4,Drama|Romance
4974,270933,Escaflowne: The Movie (2000),6.8,Adventure|Animation|Drama
4975,220514,"Hey, Happy! (2001)",3.9,Comedy|Fantasy|Sci-Fi
4976,220627,Maelstrom (2000),7.2,Drama
4977,293416,Metropolis (2001),7.3,Animation|Adventure|Drama
4978,208990,La stanza del figlio (2001),7.4,Drama
4979,250081,Storytelling (2001),6.9,Comedy|Drama|Romance
4980,219405,Waydowntown (2000),6.9,Comedy
4982,97116,Cousins (1989),6.2,Comedy|Romance
4984,47688,Young at Heart (1954),6.9,Drama|Musical|Romance
4985,240900,Slackers (2002),5.3,Comedy|Romance
4986,188453,Birthday Girl (2001),6.1,Comedy|Crime|Thriller
4987,201899,A Rumor of Angels (2000),7.1,Drama
4989,71266,Caged Heat (1974),5.4,Action|Comedy|Drama
4991,101891,The Five Heartbeats (1991),7.5,Drama|Music
4992,78122,Get Out Your Handkerchiefs (1978),6.9,Comedy|Drama|Romance
4993,72353,Going Places (1974),7.4,Comedy|Drama
4994,82525,Honky Tonk Freeway (1981),5.1,Action|Comedy
4995,50781,The Hunchback of Notre Dame (1956),6.8,Drama|History
4996,70354,The Man from Acapulco (1973),7.3,Action|Comedy|Fantasy
4997,265298,Big Fat Liar (2002),5.4,Adventure|Comedy|Family
4998,233469,Collateral Damage (2002),5.5,Action|Drama|Thriller
4999,246894,Rollerball (2002),3.0,Action|Sci-Fi|Sport
5001,109190,Baby's Day Out (1994),6.0,Adventure|Comedy|Crime
5002,24914,Bright Eyes (1934),7.3,Comedy|Drama|Family
5003,27527,Dimples (1936),6.8,Family|Musical
5004,28988,Heidi (1937),7.3,Family|Drama
5005,85891,The Man Who Loved Women (1983),5.1,Comedy|Drama|Romance
5006,86194,Richard Pryor... Here and Now (1983),7.3,Comedy|Documentary
5007,107985,Rookie of the Year (1993),5.9,Comedy|Family|Fantasy
5008,108037,The Sandlot (1993),7.8,Comedy|Drama|Family
5009,103186,Vacas (1992),7.2,Drama|Mystery|Romance
5011,275022,Crossroads (2002),3.4,Comedy|Drama|Romance
5012,251114,Hart's War (2002),6.3,Drama|War
5013,251160,John Q (2002),7.1,Crime|Drama|Thriller
5014,280030,Return to Never Land (2002),5.8,Animation|Adventure|Family
5015,247745,Super Troopers (2001),7.1,Comedy|Crime|Mystery
5016,107034,The Good Son (1993),6.4,Drama|Horror|Thriller
5017,253200,Last Orders (2001),7.0,Drama
5021,50306,Designing Woman (1957),6.8,Comedy|Romance
5022,73026,Funny Lady (1975),6.4,Biography|Comedy|Drama
5023,68687,The Heartbreak Kid (1972),6.9,Comedy|Drama|Romance
5024,54269,Saturday Night and Sunday Morning (1960),7.7,Drama|Romance
5025,69281,Sleuth (1972),8.1,Mystery|Thriller
5027,67803,Summer of '42 (1971),7.3,Comedy|Drama|Romance
5028,70819,A Touch of Class (1973),6.5,Comedy|Romance
5029,55539,Town Without Pity (1961),7.3,Crime|Drama
5030,81698,Used Cars (1980),6.8,Comedy
5031,50294,The Deadly Mantis (1957),4.7,Horror|Sci-Fi|Thriller
5032,259288,Dragonfly (2002),6.1,Drama|Fantasy|Mystery
5033,238546,Queen of the Damned (2002),5.3,Drama|Fantasy|Horror
5035,229002,Green Dragon (2001),6.4,Drama
5036,207524,How to Kill Your Neighbor's Dog (2000),7.0,Comedy|Drama
5037,231956,The Last Man (2000),5.4,Action|Comedy|Drama
5038,184719,Maryam (2002),7.0,Drama
5039,291341,Mean Machine (2001),6.5,Comedy|Crime|Drama
5040,265343,Monsoon Wedding (2001),7.4,Comedy|Drama|Romance
5041,275067,Wendigo (2001),5.0,Horror|Mystery|Thriller
5044,74174,The Bad News Bears (1976),7.3,Comedy|Drama|Family
5047,61781,The Firemen's Ball (1967),7.7,Comedy|Drama
5048,48310,The Lone Ranger (1956),6.9,Adventure|Western
5050,59415,The Loves of a Blonde (1965),7.7,Comedy|Romance|Drama
5051,216651,Vampire Hunter D: Bloodlust (2000),7.7,Animation|Action|Adventure
5053,57889,Black Like Me (1964),6.8,Drama
5054,46839,Cattle Queen of Montana (1954),5.7,Western
5055,124185,Under the Skin (1997),6.6,Drama
5056,243736,40 Days and 40 Nights (2002),5.6,Comedy|Romance
5057,277434,We Were Soldiers (2002),7.2,Action|Drama|History
5058,204700,Trouble Every Day (2001),6.0,Horror|Thriller|Drama
5059,69729,The Arena (1974),5.4,Action|Adventure
5060,68273,The Big Bird Cage (1972),6.1,Action|Crime|Drama
5061,66830,The Big Doll House (1971),6.0,Action|Drama|Thriller
5062,94860,The Church (1989),6.2,Horror
5063,85380,Cross Creek (1983),7.0,Biography|Drama|Romance
5064,104254,FernGully: The Last Rainforest (1992),6.5,Animation|Adventure|Family
5065,82559,Hell of the Living Dead (1980),4.9,Action|Comedy|Horror
5066,110146,Intersection (1994),5.2,Drama|Romance
5067,91295,"Jo Jo Dancer, Your Life Is Calling (1986)",6.3,Biography|Comedy|Drama
5068,92576,StageFright (1987),6.8,Horror|Thriller
5069,108395,A Troll in Central Park (1994),5.3,Animation|Adventure|Comedy
5073,43983,Royal Wedding (1951),6.7,Comedy|Musical|Romance
5075,278295,All About the Benjamins (2002),5.8,Action|Comedy|Crime
5076,268695,The Time Machine (2002),5.9,Sci-Fi|Adventure|Action
5077,290212,Full Frontal (2002),4.7,Comedy|Romance
5079,99566,The Field (1990),7.4,Drama|Thriller
5080,99768,Hidden Agenda (1990),7.0,Drama|Thriller
5081,160498,Luminarias (2000),3.6,Comedy|Romance
5082,35015,The Magnificent Ambersons (1942),7.9,Drama|Romance
5083,109855,Fun (1994),7.1,Crime|Drama
5085,80813,The Great Rock 'n' Roll Swindle (1980),6.5,Music
5087,80846,Hawk the Slayer (1980),5.5,Adventure|Fantasy
5088,80850,He Knows You're Alone (1980),4.9,Horror|Thriller
5089,80855,Heaven's Gate (1980),6.8,Adventure|Drama|Western
5091,80888,Honeysuckle Rose (1980),6.2,Music|Romance|Drama
5092,80889,Hopscotch (1980),7.2,Adventure|Comedy
5093,80895,How to Beat the High Co$t of Living (1980),5.9,Comedy|Crime
5096,80934,The Island (1980),5.3,Action|Adventure|Drama
5097,80948,The Jazz Singer (1980),5.8,Drama|Music|Romance
5099,81027,Zombie Lake (1981),3.0,Horror
5100,81059,Lion of the Desert (1980),8.4,Biography|Drama|History
5101,81060,Little Darlings (1980),6.4,Comedy|Drama
5102,81070,The Long Good Friday (1980),7.7,Crime|Drama|Mystery
5103,81071,The Long Riders (1980),7.1,Western
5105,81112,Eaten Alive! (1980),5.2,Adventure|Horror
5108,81182,Death Watch (1980),6.9,Drama|Sci-Fi
5109,81184,Motel Hell (1980),6.1,Comedy|Horror|Thriller
5110,81186,Mother's Day (1980),5.4,Comedy|Horror|Thriller
5111,81187,The Mountain Men (1980),6.4,Adventure|Western
5112,81237,The Ninth Configuration (1980),7.2,Comedy|Drama|Horror
5113,81809,ffolkes (1980),6.3,Action|Adventure|Thriller
5114,81248,Burial Ground: The Nights of Terror (1981),5.6,Horror
5117,81268,"Oh, God! Book II (1980)",5.1,Comedy|Fantasy
5118,76489,"Oh, God! (1977)",6.6,Comedy|Fantasy
5119,81269,Oh Heavenly Dog (1980),5.4,Comedy|Crime|Fantasy
5120,81323,"Pepi, Luci, Bom y otras chicas del montí_n (1980)",6.3,Comedy
5121,82924,Super Fuzz (1980),6.3,Action|Comedy|Fantasy
5122,268380,Ice Age (2002),7.6,Animation|Adventure|Comedy
5123,120804,Resident Evil (2002),6.7,Action|Horror|Sci-Fi
5124,284490,Showtime (2002),5.5,Action|Comedy|Crime
5125,216799,Harrison's Flowers (2000),7.1,Drama|Romance|War
5126,264761,Kissing Jessica Stein (2001),6.6,Comedy|Drama|Romance
5127,256259,Pauline & Paulette (2001),7.0,Comedy|Drama
5128,282864,Promises (2001),8.5,Documentary
5129,245574,Y Tu Mamíç Tambií©n (2001),7.7,Adventure|Comedy|Drama
5130,85154,All the Right Moves (1983),5.9,Drama|Romance|Sport
5131,55774,Barabbas (1961),7.0,Adventure|Biography|Drama
5133,125209,I Think I Do (1997),6.8,Comedy|Romance
5134,40679,The Paleface (1948),6.9,Comedy|Western
5137,38032,Road to Utopia (1945),7.6,Adventure|Comedy|Family
5139,105459,Split Second (1992),6.2,Action|Crime|Horror
5140,97106,A Tale of Springtime (1990),7.4,Comedy|Drama|Romance
5141,83169,Taps (1981),6.7,Drama
5142,81420,Return of the Secaucus Seven (1979),7.1,Drama
5143,81441,Rude Boy (1980),6.6,Drama|Music
5144,81445,Running Scared (1980),5.4,Action|Adventure|Drama
5146,81485,Serial (1980),6.7,Comedy
5147,81499,Shi di chu ma (1980),7.3,Action|Adventure|Comedy
5148,81506,Shogun Assassin (1980),7.4,Action|Adventure
5149,81518,Simon (1980),6.3,Comedy|Sci-Fi
5153,81547,Spetters (1980),6.6,Drama|Romance|Sport
5154,81562,Stir Crazy (1980),6.8,Comedy|Crime
5155,81590,Sí_llskapsresan eller Finns det svenskt kaffe pí« grisfesten (1980),7.3,Comedy
5156,81609,Assassination Attempt (1981),7.1,Action|Drama|Crime
5157,81614,Tendres cousines (1980),5.6,Drama|Romance
5158,187738,Blade II (2002),6.7,Action|Horror|Sci-Fi
5159,279781,Sorority Boys (2002),5.4,Comedy
5160,286162,Stolen Summer (2002),6.5,Drama
5161,123114,In the Winter Dark (1998),6.4,Drama|Horror|Mystery
5162,262432,George Washington (2000),7.4,Drama
5164,192745,Life is to Whistle (1998),6.8,Drama
5165,67345,The Light at the Edge of the World (1971),6.1,Adventure|Drama|Fantasy
5166,55200,Mr. Sardonicus (1961),6.7,Drama|Horror|Mystery
5167,58620,Strait-Jacket (1964),6.8,Drama|Horror|Thriller
5168,250305,Clockstoppers (2002),5.2,Action|Adventure|Comedy
5169,266452,Death to Smoochy (2002),6.4,Comedy|Crime|Drama
5170,258000,Panic Room (2002),6.8,Crime|Drama|Thriller
5171,265662,The Rookie (2002),7.0,Drama|Family|Sport
5172,248190,No Such Thing (2001),6.2,Comedy|Drama|Fantasy
5173,254686,The Piano Teacher (2001),7.4,Drama|Music|Romance
5174,250282,Teddy Bears' Picnic (2002),3.3,Comedy
5175,273048,30 Years to Life (2001),6.1,Comedy|Drama|Romance
5176,279065,Time Out (2001),7.4,Drama
5177,188128,Very Annie Mary (2001),6.7,Comedy|Musical
5178,109217,Bar Girls (1994),5.0,Drama
5179,68309,Boxcar Bertha (1972),6.1,Crime|Drama|Romance
5180,87100,Crimes of Passion (1984),6.3,Drama|Romance|Thriller
5181,87222,The Evil That Men Do (1984),6.0,Action|Drama|Thriller
5182,89167,Fraternity Vacation (1985),4.9,Comedy
5184,102829,Salmonberries (1991),6.3,Drama
5185,96466,The Wrong Guys (1988),5.0,Comedy
5186,257756,High Crimes (2002),6.3,Crime|Drama|Mystery
5187,283111,Van Wilder (2002),6.4,Comedy|Romance
5188,245407,Crush (2001),5.9,Comedy|Romance|Drama
5190,216689,Les destiní©es (2000),6.8,Drama|Romance
5192,83590,The Atomic Cafe (1982),7.7,Documentary|History
5193,39204,Body and Soul (1947),7.8,Drama|Film-Noir|Sport
5194,58100,First Men in the Moon (1964),6.7,Adventure|Sci-Fi
5195,42876,RashíÇmon (1950),8.3,Crime|Drama|Mystery
5196,76723,Slap Shot (1977),7.4,Comedy|Drama|Sport
5197,264472,Changing Lanes (2002),6.5,Drama|Thriller
5198,264616,Frailty (2001),7.3,Crime|Drama|Thriller
5199,191074,New Best Friend (2002),5.3,Drama|Mystery|Thriller
5200,253867,The Sweetest Thing (2002),5.1,Comedy|Romance
5202,219822,Human Nature (2001),6.4,Comedy|Drama
5203,259446,My Big Fat Greek Wedding (2002),6.6,Comedy|Drama|Romance
5204,50086,3:10 to Yuma (1957),7.6,Drama|Thriller|Western
5205,72705,Bite the Bullet (1975),6.8,Action|Adventure|Western
5208,38890,Roma cittíæ aperta (1945),8.1,Drama|Thriller|War
5209,95989,Return of the Killer Tomatoes! (1988),5.1,Comedy|Horror|Sci-Fi
5212,94137,3 Men and a Baby (1987),5.9,Comedy|Drama|Family
5213,98966,3 Men and a Little Lady (1990),5.2,Comedy|Drama|Family
5214,90196,Transylvania 6-5000 (1985),4.9,Comedy|Fantasy|Horror
5215,81738,The Watcher in the Woods (1980),6.4,Family|Horror|Mystery
5216,264935,Murder by Numbers (2002),6.1,Crime|Mystery|Thriller
5217,277296,The Scorpion King (2002),5.5,Action|Adventure|Fantasy
5218,291003,Abril Despedaí_ado (2001),7.7,Drama
5219,226935,Chelsea Walls (2001),5.1,Drama
5220,157583,Enigma (2001),6.4,Drama|Mystery|Romance
5222,271582,Joshua (2002),6.8,Drama
5223,247586,Nine Queens (2000),7.9,Crime|Drama|Thriller
5224,160905,Spooky House (2002),5.4,Comedy|Family
5225,253840,The Triumph of Love (2001),6.0,Comedy|Romance
5226,262911,World Traveler (2001),5.5,Drama
5227,211443,Jason X (2001),4.4,Action|Horror|Sci-Fi
5228,282687,Life or Something Like It (2002),5.8,Comedy|Romance
5229,275309,Dogtown and Z-Boys (2001),7.7,Documentary|Sport
5230,281865,"Frank McKlusky, C.I. (2002)",4.1,Comedy
5232,287645,Rain (2001),7.0,Drama|Romance
5233,235737,The Salton Sea (2002),7.2,Crime|Drama|Mystery
5234,274868,Some Body (2001),6.5,Drama
5235,120467,Vulgar (2000),5.3,Crime|Drama|Thriller
5236,88758,The Aviator (1985),5.5,Adventure|Drama
5237,47892,Bob le Flambeur (1956),7.8,Crime|Drama|Thriller
5238,99204,Cadillac Man (1990),5.6,Comedy|Crime
5240,79013,Cuba (1979),5.7,Adventure|Romance|Thriller
5241,101701,Delirious (1991),5.7,Comedy|Fantasy
5242,95186,Full Moon in Blue Water (1988),5.6,Comedy|Drama|Romance
5243,104466,Husbands and Wives (1992),7.6,Comedy|Drama|Romance
5245,71746,Lenny (1974),7.6,Biography|Drama
5246,91647,Nomads (1986),5.5,Horror|Mystery|Thriller
5248,88256,Thief of Hearts (1984),5.7,Drama|Thriller|Crime
5249,98513,Triumph of the Spirit (1989),6.9,Biography|Drama|History
5250,100934,Wild Orchid (1989),4.5,Drama|Romance
5251,231448,Deuces Wild (2002),5.6,Action|Crime|Drama
5252,278823,Hollywood Ending (2002),6.6,Comedy|Romance
5253,145487,Spider-Man (2002),7.3,Action|Adventure
5254,282771,The Mystic Masseur (2001),5.9,Comedy|Drama
5255,289054,Akai hashi no shita no nurui mizu (2001),6.9,Comedy|Drama|Fantasy
5256,77234,The Big Sleep (1978),5.8,Crime|Drama|Mystery
5257,68326,Butterflies Are Free (1972),7.2,Comedy|Drama|Music
5258,64117,Cactus Flower (1969),7.2,Comedy|Romance
5259,74292,The Cassandra Crossing (1976),6.3,Drama|Thriller
5260,73043,The Giant Spider Invasion (1975),2.8,Horror|Sci-Fi
5262,100196,Mountains of the Moon (1990),7.3,Adventure|Drama|History
5263,102753,Rambling Rose (1991),6.7,Drama
5265,103247,White Fang (1991),6.7,Adventure|Drama
5266,111701,White Fang 2: Myth of the White Wolf (1994),5.4,Adventure|Family
5267,241760,The New Guy (2002),5.9,Comedy
5268,250797,Unfaithful (2002),6.7,Drama|Thriller
5269,239234,The Lady and the Duke (2001),6.9,Drama|History|Romance
5271,91578,My Beautiful Laundrette (1985),6.9,Comedy|Drama|Romance
5273,71216,Big Bad Mama (1974),5.8,Action|Comedy|Crime
5275,78916,Beyond the Darkness (1979),6.3,Horror
5276,45591,Calamity Jane (1953),7.3,Comedy|Musical|Romance
5278,58007,Devil Doll (1964),3.9,Horror
5279,38589,The Harvey Girls (1946),7.1,Comedy|Musical|Western
5280,79429,The Lady in Red (1979),6.2,Action|Drama|Romance
5281,276751,About a Boy (2002),7.1,Comedy|Drama|Romance
5283,247199,The Believer (2001),7.2,Drama
5284,278500,The Importance of Being Earnest (2002),6.9,Comedy|Drama|Romance
5285,62790,The Charge of the Light Brigade (1968),6.7,Drama|History|War
5287,52905,The Hound of the Baskervilles (1959),7.0,Horror|Mystery
5288,51758,I Want to Live! (1958),7.5,Biography|Crime|Drama
5289,77838,The Last Waltz (1978),8.2,Documentary|Music
5290,50858,The Pride and the Passion (1957),5.8,Action|Adventure|Drama
5291,278435,Enough (2002),5.6,Crime|Drama|Thriller
5292,278504,Insomnia (2002),7.2,Drama|Mystery|Thriller
5293,166813,Spirit: Stallion of the Cimarron (2002),7.1,Animation|Adventure|Family
5296,49038,Bus Stop (1956),6.7,Comedy|Drama|Romance
5300,54022,Let's Make Love (1960),6.5,Comedy|Musical|Romance
5301,44916,Monkey Business (1952),7.0,Comedy
5303,47422,River of No Return (1954),6.7,Adventure|Romance|Western
5304,164184,The Sum of All Fears (2002),6.4,Action|Drama|Thriller
5305,279493,Undercover Brother (2002),5.8,Action|Comedy
5306,295480,Nijinsky: The Diaries of Vaslav Nijinsky (2001),6.4,Biography|Music
5307,277322,The Sleepy Time Gal (2001),6.4,Drama
5309,37627,Dakota (1945),6.0,Western
5311,211286,La bíéche (1999),6.4,Comedy|Drama
5312,158033,Nora (2000),6.1,Biography|Drama
5313,105219,Rapid Fire (1992),6.3,Action|Crime|Drama
5314,67756,Silent Running (1972),6.7,Drama|Sci-Fi
5317,79788,Zombie Holocaust (1980),5.3,Horror
5318,280486,Bad Company (2002),5.6,Action|Adventure|Comedy
5319,279778,Divine Secrets of the Ya-Ya Sisterhood (2002),6.0,Drama
5320,298798,Cherish (2002),6.8,Comedy|Drama|Thriller
5321,285441,Atanarjuat: The Fast Runner (2001),7.5,Drama
5322,258463,The Bourne Identity (2002),7.9,Action|Mystery|Thriller
5323,267913,Scooby-Doo (2002),4.9,Adventure|Comedy|Family
5324,245562,Windtalkers (2002),6.0,Action|Drama|War
5325,238924,The Dangerous Lives of Altar Boys (2002),7.1,Comedy|Drama
5326,282768,The Emperor's New Clothes (2001),7.0,Comedy|Drama|Romance
5328,242508,Harvard Man (2001),4.9,Comedy|Crime|Drama
5329,244479,Dark Blue World (2001),7.3,War|Drama|Action
5330,68245,Bad Company (1972),7.1,Drama|Western
5331,82146,Caveman (1981),5.7,Comedy|Romance|Sci-Fi
5333,62626,5 Card Stud (1968),6.5,Mystery|Romance|Western
5334,108504,Voor een verloren soldaat (1992),7.7,Drama|Romance|War
5335,77621,Goin' South (1978),6.3,Comedy|Crime|Romance
5336,95296,Hero and the Terror (1988),5.1,Action|Crime|Drama
5337,90021,Silver Bullet (1985),6.4,Horror
5339,61770,Hombre (1967),7.4,Western
5342,100135,Men at Work (1990),5.9,Action|Comedy|Crime
5343,83015,S.O.B. (1981),6.4,Comedy|Drama
5345,105631,Traces of Red (1992),5.2,Crime|Drama|Mystery
5346,103184,V.I. Warshawski (1991),4.8,Action|Comedy|Crime
5347,247444,Juwanna Mann (2002),4.5,Comedy|Drama|Romance
